Name,Region,Address,Contact,Curriculum
St. Michael's High School,Karnataka,"St. Michael's High School,Geddalahalli Kothanur P. O., Bangalore, Bengaluru, Karnataka ","['080-28465281', '080-65972990']",ICSE
Holy Saint High School,Karnataka,"Holy Saint High School,#424 5th Cross VII Block ( West ) Bangalore, Jayanagar, Bengaluru, Karnataka ","['080-26766903', '080-26769484']",ICSE
Lawrence High School,Karnataka,"Lawrence High School,9th Main Vi Sector H. S. R. Layout, Bangalore, Bengaluru, Karnataka ","['080-25722777', '09845760764']",ICSE
Sherwood High,Karnataka,"Sherwood High,#01 Basavanapura Near Nice Road Junction, Bangalore, Bengaluru, Karnataka ",['08028429731'],ICSE
Holy Spirit School,Karnataka,"Holy Spirit School,Kalena Agrahara Bannerghatta Road S. O. S. Post Bangalore, S.o.s. Post, Bengaluru, Karnataka ",['080-26493037'],ICSE
Mary Immaculate School,Karnataka,"Mary Immaculate School,Wilson Garden 12th Main 15th Cross, Bangalore, Bengaluru, Karnataka - 560030 ",['080-22237022'],ICSE
New Indus Valley Residential School,Karnataka,"New Indus Valley Residential School,Garden City College Road Virgo Nagar ( P ), Bangalore, Bengaluru, Karnataka ","['080-64541682', '080-65703784']",ICSE
Venus International Public School,Karnataka,"Venus International Public School,19/a 19 B/2 K. B. Temple Street 6th Block Rajajinagar, Bangalore, Bengaluru, Karnataka ","['080-65354403', '09880003920']",ICSE
Jubilee International Public School,Karnataka,"Jubilee International Public School,#14/1, 3rd Main Road, Pappareddy Palya, 2nd Stage, Nagarbhavi, Nagarabhavi 2nd Stage, Bengaluru, Karnataka - 560072 ",['www.jipsblr.org/'],ICSE
Sri Krishna International School,Karnataka,"Sri Krishna International School,#2 ( P ) I. T. I. Layout B. S. K. III Stage, Bangalore, Bengaluru, Karnataka ",['080-26690799'],ICSE
Sidhartha International School,Karnataka,"Sidhartha International School,Sidhartha Extension Gangondanahalli Main Road Bangalore, Nagasandra Post, Bengaluru, Karnataka ",['080-69571922'],ICSE
Podar International School,Karnataka,"Podar International School,#3/2, Hommadevanahalli, Begur Hobli, Basavanapura, Bangalore, Off Bannerghatta Road, Bengaluru, Karnataka - 560083 ",['www.podareducation.org/school/bengaluru'],ICSE
V. L. S. International School,Karnataka,"V. L. S. International School,7/1 7th ' B ' Main Road Sharada Colony Survey #82/2 3rd Stage Iv Block Bangalore, Basaveshwaranagar, Bengaluru, Karnataka ","['080-23481564', '080-42060445']",ICSE
S. J. R. Kengeri Public School,Karnataka,"S. J. R. Kengeri Public School,Ca Site #19 3rd Main Road Kengeri Satellite Town, Bangalore, Bengaluru, Karnataka ",['080-28484675'],ICSE
St. John's School,Karnataka,"St. John's School,Old St. Anthony's Church Road Opposite Coffee Board Layout Bhuvaneshwari Nagar H. A. Farm Post Kempapura Bangalore, H.a. Farm Post, Kempapura, Bengaluru, Karnataka ",['080-22331313'],ICSE
Kanva Public School,Karnataka,"Kanva Public School,Kanva Nagar Dhanoji Palya Arashina Kunte Dhakale Bangalore, Nelamangala, Bengaluru, Karnataka ",['080-27700275'],ICSE
Kroot Memorial School,Karnataka,"Kroot Memorial School,Old Madras Road Hoskote, Bangalore, Bengaluru, Karnataka ","['080-27900192', '080-27932993']",ICSE
Sri Kumaran Public School,Karnataka,"Sri Kumaran Public School,Survey #44 To 48 Mallasandra Village Uttarahalli Hobli Bangalore, Bangalore South Taluk, Bengaluru, Karnataka - 560062 ","['080-22538105', '080-65839370']",ICSE
Lorven Public School,Karnataka,"Lorven Public School,#84/1 Chandapura Anekal Road, Bangalore, Bengaluru, Karnataka ","['080-2783370', '080-7835431']",ICSE
S. S. M. Public School,Karnataka,"S. S. M. Public School,8th Mile Tumkur Road Nagasandra Post, Bangalore, Bengaluru, Karnataka ",['080-28378130'],ICSE
Mahatma Vidyalaya,Karnataka,"Mahatma Vidyalaya,Muthanallur Anekal Tq, Bangalore, Bengaluru, Karnataka ",[''],ICSE
Maruthi Vidyalaya,Karnataka,"Maruthi Vidyalaya,#85/2 Horamavu Agara Bank Avenue Extension, Bangalore, Bengaluru, Karnataka ","['080-25603711', '080-25603721']",ICSE
Maxwell Public School,Karnataka,"Maxwell Public School,9th Main Hrbr-I Block Kalyan Nagar, Bangalore, Bengaluru, Karnataka - 560043 ","['080-25450822', '080-25452859']",ICSE
New Millennium School,Karnataka,"New Millennium School,Horamavu Agara, Bangalore, Bengaluru, Karnataka ","['080-65989755', '080-28445812']",ICSE
Mount Senoria School,Karnataka,"Mount Senoria School,#82 Swathantra Yodhara Nagar Bangalore, Laggere, Bengaluru, Karnataka - 560058 ",['080-23720500'],ICSE
R.N.S. Vidyaniketan,Karnataka,"R.N.S. Vidyaniketan,324 Bunts'sangha Complex Chord Road Bangalore, Vijayanagar, Bengaluru, Karnataka ","['080-23397666', '080-23398922']",ICSE
R. T. Nagar Public School,Karnataka,"R. T. Nagar Public School,I Main ' A ' Cross Kanakanagar R. T. Nagar Post Post Box #3226, Bangalore, Bengaluru, Karnataka ","['080-23542040', '080-23535282']",ICSE
Sarvodaya National Public School,Karnataka,"Sarvodaya National Public School,#12 10th Main Binny Layout Nagarabhavi Road Bangalore, Vijayanagar, Bengaluru, Karnataka ","['080-23303772', '080-2350790']",ICSE
National Public School,Karnataka,"National Public School,Igglur Near Surya City Anekal Taluk, Bangalore, Bengaluru, Karnataka - 560099 ",['080-7801684'],ICSE
Nazareth School,Karnataka,"Nazareth School,Old Chandapura Hosur Main Road Bangalore, Anekal Taluk, Bengaluru, Karnataka ",['09242641178'],ICSE
Vidya Niketan School,Karnataka,"Vidya Niketan School,#30 Kempapura Bangalore, Hebbal, Bengaluru, Karnataka - 560024 ","['080-23620454', '080-23531340']",ICSE
Outreach School,Karnataka,"Outreach School,24/1-1 B. T. S. Road Wilson Garden Extn, Bangalore, Bengaluru, Karnataka ","['080-41506103', '080-41633655']",ICSE
Oxford Public School,Karnataka,"Oxford Public School,#1 Srikantapura Nagasandra Post, Bangalore, Bengaluru, Karnataka ",['09945622240'],ICSE
St. Vincent Pallotti School,Karnataka,"St. Vincent Pallotti School,Babusahib Palya, Bangalore, Bengaluru, Karnataka ","['080-25603768', '080-49535226']",ICSE
Patel Public School,Karnataka,"Patel Public School,Subbaihna Palya, Bangalore, Bengaluru, Karnataka ",['080-25450466'],ICSE
St. Peter's School,Karnataka,"St. Peter's School,Survey #56 & 58 Kaikondrahalli Before Wipro Campus Bangalore, Sarjapura Road, Bengaluru, Karnataka ","['080-65688671', '080-65688671']",ICSE
St. Thomas Public School,Karnataka,"St. Thomas Public School,32 Church Road New Thippasandra Bangalore, Indira Nagar, Bengaluru, Karnataka ",['080-25282890'],ICSE
Sri Vani Public School,Karnataka,"Sri Vani Public School,1246 II Stage Bangalore, Rajaji Nagar, Bengaluru, Karnataka ","['080-23322239', '080-23328801']",ICSE
Rashtreeya Vidyalaya Public School,Karnataka,"Rashtreeya Vidyalaya Public School,Rashtreeya Vidyalaya Road Near Lalbagh West Gate Bangalore, Visweswarapuram, Bengaluru, Karnataka ",['080-26569588'],ICSE
Seshadripuram Public School,Karnataka,"Seshadripuram Public School,Mother Dairy Road Bangalore, Yelahanka New Town, Bengaluru, Karnataka ","['080-22955376', '080-22955384']",ICSE
The Regency Public School,Karnataka,"The Regency Public School,5/1 A. M. S. Extension Vidyaranyapura, Bangalore, Bengaluru, Karnataka ","['080-23642370', '080-64502511']",ICSE
Vinayaka Public School,Karnataka,"Vinayaka Public School,1st Main Vinayakanagar Bagalur Cross I. A. F. Post Bangalore, Yelahanka, Bengaluru, Karnataka ","['080-28478544', '080-32484050']",ICSE
Vijayashree Public School,Karnataka,"Vijayashree Public School,Opposite Mei Layout Mallasandra, Bangalore, Bengaluru, Karnataka ",['080-28399899'],ICSE
Triveni Public School,Karnataka,"Triveni Public School,S. #39 Hesaraghatta Main Road Nagasandra P. O. Bangalore, Bagalagunte, Bengaluru, Karnataka ","['080-23721148', '080-28397648']",ICSE
Sharada Vidyalaya Public School,Karnataka,"Sharada Vidyalaya Public School,#12/2 Nagasandra Post T. G. Hally, Bangalore, Bengaluru, Karnataka ","['080-32543101', '080-23724211']",ICSE
Vidya Soudha Public School,Karnataka,"Vidya Soudha Public School,#9/1 1st Main 1st Stage Peenya Bangalore, Bengaluru, Karnataka ","['918028393344', '08028391219']",ICSE
Sree Rama Vidyalaya,Karnataka,"Sree Rama Vidyalaya,9th Main 2nd Block Bangalore, Jaya Nagar, Bengaluru, Karnataka - 560011 ","['080-64501589', '080-64501588']",ICSE
Twinklers School,Karnataka,"Twinklers School,605 15th Cross 6th Phase J. P. Nagar Bangalore, J.p. Nagar, Bengaluru, Karnataka ","['080-26646779', '080-28433129']",ICSE
School Vivekananda,Karnataka,"School Vivekananda,Rajivgandhi Nagar Nti Layout Sahakarnagar Bangalore, Sahakaranagar, Bengaluru, Karnataka ","['9900049196', '9900049195']",ICSE
Swargarani School,Karnataka,"Swargarani School,B. E. M. L. Layout Bangalore, Rajarajeshwari Nagar, Bengaluru, Karnataka ","['080-28616826', '080-28616115']",ICSE
Shantiniketan Trust School,Karnataka,"Shantiniketan Trust School,#70 Bilekahalli, Bangalore, Bengaluru, Karnataka ","['080-26484762', '080-26484164']",ICSE
Silicon Valley School,Karnataka,"Silicon Valley School,' C ' Block Sahakaranagar, Bangalore, Bengaluru, Karnataka ","['080-23637260', '09343469226']",ICSE
Vishwa Vidyapeeth,Karnataka,"Vishwa Vidyapeeth,Survey #65 Singanayakanahalli Doddaballapur Road Yelahanka North, Bangalore, Bengaluru, Karnataka ","['23095606', '9845053065']",ICSE
St. Francis Icse School,Karnataka,"St. Francis Icse School,Balarapatna Ramasamundra Chamarajanagar Chamrajanagar-571 342, Chamarajanagar, Karnataka ",['08226-224715'],ICSE
Gem International Residential School,Karnataka,"Gem International Residential School,Bevenhalli, Alipur Post, Chikbalapur District, Near Bangaluru, Gauribidanur Taluk, Chikkaballapur, Karnataka - 561213 ",['ka215cisce.org'],ICSE
Shantha Vidyaniketan,Karnataka,"Shantha Vidyaniketan,Peresandra Cross Peresandra Village Chikballapur, Chickballapur, Chikkaballapur, Karnataka - 562104 ",['7259233555'],ICSE
St. ANN's School,Karnataka,"St. ANN's School,Gauribidanur Madanahalli B. H. Road rict Chikballapur-561 208, Kolar Dist, Chikkaballapur, Karnataka ","['08155-292673', '08155-285735']",ICSE
Vidyanidhi Public School,Karnataka,"Vidyanidhi Public School,B. H. Road Gauribidanur Chikballapur-561 208, Gauribidanur Taluk, Chikkaballapur, Karnataka - 561208 ","['08155-285444', '08155-286685']",ICSE
St. Mary's International School,Karnataka,"St. Mary's International School,Undedasarahalli Uppalli Village Indavara P.O, Indavara Post, Chikkamagaluru, Karnataka - 577101 ","['+91 8262-228402', '228403']",ICSE
Amber Valley Residential School,Karnataka,"Amber Valley Residential School,P. O. Box #116 K. M. Road Chickmagalur, Mugthihalli, Chikmagalur, Karnataka ","['08262-224535', '08262-224633']",ICSE
Infant Jesus School,Karnataka,"Infant Jesus School,Kadri-Midri Mugthihalli Post Chickmagalur, Chikmagalur, Karnataka ",['08262-224231'],ICSE
Kuvempu Vidyaniketan,Karnataka,"Kuvempu Vidyaniketan,Kadrimidri Able Hobli Rampura Post, Chickmagalur, Chikmagalur, Karnataka ",['2004'],ICSE
Nazareth School,Karnataka,"Nazareth School,Banakal Post Mudigere Taluk Chickmagalur, Chikmagalur, Karnataka ",['08263-216226'],ICSE
Prajna Central School,Karnataka,"Prajna Central School,NH-206 Chickmagalur, Kadur, Chikmagalur, Karnataka ",['08267-214248'],ICSE
Don Bosco School,Karnataka,"Don Bosco School,P. B. #64 N. H. 4 Road, Kelagote, Chitradurga, Karnataka - 577501 ","['08194-234804', '08194-234656', '08194-235995']",ICSE
St. Theresa's School,Karnataka,"St. Theresa's School,Bendur, Mangalore, Dakshina Kannada, Karnataka - 575002 ",['0824-2214278'],ICSE
Sri Taralabalu School,Karnataka,"Sri Taralabalu School,Anubhavamantapa P. B. #303 -577 004, Davangere, Davanagere, Karnataka ","['08192-222270', '08192-220017']",ICSE
Oriental Primary and High School,Karnataka,"Oriental Primary and High School,Mcl Road Gokul Road, Hubli, Dharwad, Karnataka - 580030 ",['0836-2236009'],ICSE
Parivarthan Elite English Medium School,Karnataka,"Parivarthan Elite English Medium School,Ganjikatti Road Taluk : Kalaghatgi District, Mishrikoti, Dharwad, Karnataka - 581226 ","['08370283504', '08370283502']",ICSE
Parivarthan Gurukul Heritage English Medium School,Karnataka,"Parivarthan Gurukul Heritage English Medium School,Akshay Nagar ( Gokul Road ), Hubli, Dharwad, Karnataka - 580030 ","['09902263922', '09908849422']",ICSE
Vinay Chikkatti School,Karnataka,"Vinay Chikkatti School,Near Adavisomapur Mundargi Road Gadag, Gadag, Karnataka - 582101 ","['08372218838', '+919448007467']",ICSE
Sayyid Akbar Husayni School,Karnataka,"Sayyid Akbar Husayni School,Khaja Bandanawaz Marg Near Dargah Rauza-E-Buzurg, Gulbarga, Karnataka - 585104 ",['08472-223939'],ICSE
Anantha International School,Karnataka,"Anantha International School,Ananthasadana Laxmipura, Arsikere, Hassan, Karnataka - 573103 ",['ka183cisce.org'],ICSE
Podar International School,Karnataka,"Podar International School,#32 & 33 Kiadb Industrial Area, Kasaba Hubli, Hassan, Karnataka ",['1927'],ICSE
Shri Vivekananda Public School,Karnataka,"Shri Vivekananda Public School,Raghavendra Saw Mill Road Gayathri Extension, Channarayapatna, Hassan, Karnataka - 573116 ","['9481543795', '9964830044']",ICSE
Rainbow Residential Public School,Karnataka,"Rainbow Residential Public School,P. B. #63 N. H. - 4 P. B. Road Kamadod, Ranebennur, Haveri, Karnataka - 581115 ","['08453005046', '08453005045']",ICSE
Coorg Public School,Karnataka,"Coorg Public School,Post Box #14 Gonikoppal, S. Kodagu, Kodagu, Karnataka - 571213 ","['08274-247011', '08274-247881']",ICSE
General Thimmaiah Public School,Karnataka,"General Thimmaiah Public School,Shree Omkareshwara Temple Road, Madikeri, Kodagu, Karnataka - 571201 ",['08272-224830'],ICSE
Karaumbiah's Academy For Learning and Sports,Karnataka,"Karaumbiah's Academy For Learning and Sports,87/2 Kaikeri Gonikoppal, South Coorg, Kodagu, Karnataka - 571213 ","['08274-279456', '08274-279457']",ICSE
American Friendship Residential School,Karnataka,"American Friendship Residential School,P. O. Gudibanda, Renumakalahalli, Kolar, Karnataka - 561209 ","['08156-261016', '080-25280597']",ICSE
Christ International School,Karnataka,"Christ International School,Alambady Malur District, Kolar District, Kolar, Karnataka - 563130 ",['ka218cisce.org'],ICSE
Gnana Jyothi School,Karnataka,"Gnana Jyothi School,NH-4 M. I. T. C. Colony V. Guttahalli, Mulbagal, Kolar, Karnataka - 563131 ","['09242613860', '09449218508']",ICSE
Greencity International School,Karnataka,"Greencity International School,Hosur Road, Malur, Kolar, Karnataka - 563130 ","['9448789080', '9482766608']",ICSE
Jyothi English Medium School,Karnataka,"Jyothi English Medium School,P. O. Box #34, Chintamani, Kolar, Karnataka - 563125 ",['08154-290584'],ICSE
Prem Seva Vidyalaya,Karnataka,"Prem Seva Vidyalaya,Prem Seva Nagar 1 Endrikayapura, Narasapura Malur Road, Kolar, Karnataka - 653133 ","['08152-210487', '08152-291164']",ICSE
Sri K. V. English School,Karnataka,"Sri K. V. English School,C. V. V. Campus, Chickballapur, Kolar, Karnataka - 562101 ","['08156-263070', '08156-309582']",ICSE
Sri R.V. School,Karnataka,"Sri R.V. School,R. V. Garden P. C. Hally NH-4 Bypass, Kolar, Karnataka - 563101 ",['08152-222971'],ICSE
Sri Venu Central School,Karnataka,"Sri Venu Central School,Unikili Kasaba Hobli, Srinivaspur, Kolar, Karnataka - 563135 ","['08157-245265', '09972328125']",ICSE
Suguna International School,Karnataka,"Suguna International School,Near Deepthi Mahal Bangalore-Chennai National Highway Kolar, Kolar, Karnataka - 563101 ","['9353046808', '9353046812']",ICSE
Vidya Jyothi School,Karnataka,"Vidya Jyothi School,Basavanatha, Kolar, Karnataka - 563101 ",['08152-290746'],ICSE
R.V.S.R. Central School,Karnataka,"R.V.S.R. Central School,Survey #57/a Marlanahalli, Gangavathi Taluk, Koppal, Karnataka - 583229 ","['08533-283127', '08533-283128']",ICSE
S. F. S. Primary School,Karnataka,"S. F. S. Primary School,Hospet Road, Koppal, Karnataka - 583231 ","['08539225026', '08539225027']",ICSE
Sapthagiri Public School,Karnataka,"Sapthagiri Public School,Road Vaddarahatti, Gangavathi, Koppal, Karnataka - 583227 ",['08533-271113'],ICSE
Athreya Public School,Karnataka,"Athreya Public School,8th Cross V. V. Nagar, Mandya, Karnataka - 571401 ",['08232-223535'],ICSE
BGS Model Public School,Karnataka,"BGS Model Public School,Sasyakashi, Nagamangala, Mandya, Mandya, Karnataka - 571448 ",['www.bgsmps.in'],ICSE
Cauvery Public School,Karnataka,"Cauvery Public School,P. B. #47 Tubinakere Jakkanally Road Ragimuddanahalli Kothathi Hobali, Elechakanahalli Post, Mandya, Karnataka - 571401 ","['08232-219135', '08232-219136']",ICSE
De Paul International Residential School and Junior College,Karnataka,"De Paul International Residential School and Junior College,Avverahalli Belagola P. O. Srirangapatna, Srirangapatna Taluk, Mandya, Karnataka - 571606 ",['www.dpirs.org'],ICSE
Gnanodaya Public School,Karnataka,"Gnanodaya Public School,#413/4 Belawadi Naguvanahalli Post, Srirangapatna Taluk, Mandya, Karnataka - 571438 ","['08236-292692', '08236-292694']",ICSE
Jyothi Nivas School,Karnataka,"Jyothi Nivas School,Cauvery Extension Srirangapatna, Mandya, Karnataka - 571438 ","['09845277992', '09480382798']",ICSE
Santhome Public School,Karnataka,"Santhome Public School,Kyatamgere Bannur Road Kiragandur ( P. O. ), Mandya, Karnataka - 571403 ","['08232-219124', '08232-220200']",ICSE
Acharya Vidya Kula,Karnataka,"Acharya Vidya Kula,Aloka Road Left Fork Off Madikeri Highway 12 K. M. Stone, 12 K.m. Stone, Mysore, Karnataka - 571130 ",['0821-2402150'],ICSE
Adhyayan School,Karnataka,"Adhyayan School,Ca-02 Adishakthi Road Shakthinagar, Mysore, Karnataka - 570019 ","['0821-2476147', '09342241211']",ICSE
Flos Carmeli Convent School,Karnataka,"Flos Carmeli Convent School,#480 Old Kesare Village, Na, Mysore, Karnataka - 570003 ","['0821-2491006', '0821-2491002']",ICSE
Jnanasarovara International Residential School,Karnataka,"Jnanasarovara International Residential School,Parshuramanagar, Bhugathanahalli, Vajamangala Post, Bannur Road, Mysore, Karnataka - 570028 ",['ka109cisce.org'],ICSE
Mysore Public School,Karnataka,"Mysore Public School,H. D. Kote Road Rayanakere Post, Mysore, Karnataka - 570008 ","['0821-2597917', '0821-2597957']",ICSE
Nalanda Gurukula International,Karnataka,"Nalanda Gurukula International,Guddenahalli Koppa Post, Periyapatna Taluk, Mysore, Karnataka - 571104 ",['08223-258253'],ICSE
Notre Dame School,Karnataka,"Notre Dame School,Vijayanagar Iv Stage Hunsur Road, Hinkal, Mysore, Karnataka - 570017 ",['0821-2402856'],ICSE
Shree Mahaveer Jain Vidyalaya,Karnataka,"Shree Mahaveer Jain Vidyalaya,# C. A-01 Siddartha Layout Mysore, Mysore, Karnataka - 570011 ",['08212475247'],ICSE
Daffodils Concept School,Karnataka,"Daffodils Concept School,Gangavati Road Hosahalli ( E. J. ) Cross, Tq. Sindhanur, Raichur, Karnataka - 584128 ",['08535-200238'],ICSE
Akshara Residential School,Karnataka,"Akshara Residential School,Kalenahalli Cross P. B. #09, Shikaripura, Shimoga, Karnataka - 577427 ","['08187-290279', '08187-290810']",ICSE
National Residential School,Karnataka,"National Residential School,Thirthahalli Taluk, Konandoor, Shimoga, Karnataka - 577422 ","['08181-796344', '08185-551102']",ICSE
Radhakrishna Public School,Karnataka,"Radhakrishna Public School,#67/2 Varadahalli Road, Sagar, Shimoga, Karnataka - 577401 ",['08183-236228'],ICSE
Sahyadri School,Karnataka,"Sahyadri School,Yadehalli Bettamakki Seebinakere Post Thirthalli Tq, Thirthalli Tq., Shimoga, Karnataka - 577432 ",['08181-228810'],ICSE
